Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Submission ID,Funding Acount ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Current Dollar Amount,Constant Dollar Amount
222,SLV,El Salvador,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,152,BHA,Bureau for Humanitarian Assistance,7,Multilateral,Multilateral - United Nations,12,3990216,Multilateral - United Nations Organization Redacted,9,Humanitarian,720,Emergency Response,72050,Relief co-ordination; protection and support services,,,37,"Protection, Assistance and Solutions",76,72x1035,"Agency for International Development, International Disaster Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,163525,"Protection, Assistance and Solutions","The provision of effective protection, assistance, and durable solutions for refugees, internally displaced persons (IDPs), and other victims of conflict and disasters.",HA.1,,,2,Obligations,2022,8500000,8207010
222,SLV,El Salvador,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,3,NGO,NGO - International,6,4000627,Pact World,3,Governance,151,Government and Civil Society,15150,Democratic participation and civil society,,,10,Civil Society,76,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,172472,Social Accountability and Effective Governance,Strengthen citizen-driven social accountability to demand effective governance.,72051922LA00002,,2027-03-31,2,Obligations,2022,4649998,4489715
222,SLV,El Salvador,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,8,Enterprises,Enterprises - United States,19,4002116,"Tetra Tech, Inc.",3,Governance,151,Government and Civil Society,15150,Democratic participation and civil society,,,8,Good Governance,76,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161042,Government Integrity,"The Government Integrity activity will support the efforts of the Government of El Salvador (GOES) and civil society organizations (CSOs) to implement transparency, ethics and anti-corruption reforms and promote citizen participation. Activities will include: sub-grants and technical assistance to CSOs to develop innovative monitoring and citizen participation initiatives; training and technical assistance to the GOES' Institute of Access to Public Information; training and technical assistance to 14 municipalities to strengthen their access to public information units and ethics commissions; technical assistance for the implementation and oversight of GOES' commitments under the Open Government Partnership (OGP); and support for advocacy efforts for civil service reform and the implementation of merit based systems. These activities will align the CEN Strategy governance pillar by helping the GOES maintain transparent and professional governance structures.",AID-519-C-16-00001,2016-03-03,2023-03-02,2,Obligations,2022,4500000,4344888
222,SLV,El Salvador,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,3,NGO,NGO - International,6,4000627,Pact World,3,Governance,151,Government and Civil Society,15150,Democratic participation and civil society,,,8,Good Governance,76,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,172472,Social Accountability and Effective Governance,Strengthen citizen-driven social accountability to demand effective governance.,72051922LA00002,,2027-03-31,2,Obligations,2022,3652353,3526458
222,SLV,El Salvador,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,10,Administrative Costs,911,Operating Expenses,91010,Operating Expenses,,,41,Direct Administrative Costs,76,72x1000,"Agency for International Development, Operating Expenses",1,U.S. Agency for International Development,USAID,1,Economic,6,Administrative Costs,156012,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,USAID redacted this field in accordance with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,,2,Obligations,2022,3461986,3342654
222,SLV,El Salvador,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,3,NGO,NGO - Non United States,7,4011700,Fundacin Empresarial para el Desarrollo Educativo (El Salvador),1,Education,112,Basic Education,11220,Primary education,,,20,Basic Education,76,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,164757,Educar y Convivir: Familias y Escuelas libres de violencia,"The mission of the project is to contribute to the social cohesion of Salvadoran communities through the transformation of schools into Integral Centers for Coexistence. The project will be implemented in 50 educational corridors within the municipalities prioritized in the El Salvador Seguro Plan (PESS). Each corridor will consist of at least two schools and three surrounding communities, with interventions that will last at least two years in each site.",72051918CA00003,,2026-03-14,2,Obligations,2022,3347048,3231677
222,SLV,El Salvador,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,8,Enterprises,Enterprises - United States,19,4011423,Louis Berger Group and Black & Veatch Joint Venture,3,Governance,151,Government and Civil Society,15150,Democratic participation and civil society,,,8,Good Governance,76,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,163745,Strengthening Local Governance for Security and Development in El Salvador,"The USAID-funded Strengthening Local Governance for Security and Development in El Salvador project aims to build consensus around increased decentralization, enhance intergovernmental coordination, and strengthen the ability of municipalities to plan for, administer, pay for and deliver effective, responsive services in a participatory and accountable manner.  The project will operate at the national, intermediary and municipal levels. At the national level, the project will focus on improving national support and frameworks for decentralization. At the intermediary level, the project will strengthen intergovernmental coordination and foster inter-municipal partnerships. At the municipal level, the project will build the fundamental capacity of municipalities to effectively govern.",AID-519-TO-17-00001,2014-09-25,2024-03-14,2,Obligations,2022,3000000,2896592
222,SLV,El Salvador,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,7,Multilateral,Multilateral - United Nations,12,3990216,Multilateral - United Nations Organization Redacted,3,Governance,151,Government and Civil Society,15160,Human rights,,,7,Rule of Law and Human Rights,76,72x1037,Economic Support Fund,1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,161591,Strengthening Human Rights Systems in El Salvador,"USAID/El Salvador will provide interventions that protect against or respond to human rights abuses and strengthen local human rights institutions, including the Attorney General's Office. [CARSI]",AID-519-A-17-00002,2017-01-09,2025-02-10,2,Obligations,2022,2844705,2746650
222,SLV,El Salvador,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,3,NGO,NGO - International,6,4000627,Pact World,3,Governance,151,Government and Civil Society,15130,Legal and judicial development,,,7,Rule of Law and Human Rights,76,72x1021,"Agency for International Development, Development Assistance",1,U.S. Agency for International Development,USAID,1,Economic,3,Project-Type,172472,Social Accountability and Effective Governance,Strengthen citizen-driven social accountability to demand effective governance.,72051922LA00002,,2027-03-31,2,Obligations,2022,2681901,2589457
222,SLV,El Salvador,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,26,LAC,Bureau for Latin America and Caribbean,3,NGO,NGO - United States,5,4001527,IntraHealth International,2,Health and Population,134,HIV/AIDS,13040,STD control including HIV/AIDS,,,11,HIV/AIDS,76,19x1031,"Department of State, Global Health Programs",2,Department of State,STATE,1,Economic,3,Project-Type,166126,Strengthening Care and Treatment Cascade,The objective of this activity is to support countries to ensure that all eligible people living with HIV are on treatment and achieve viral suppression through high quality and discrimination free care and treatment services.,72052018CA00004,,2023-08-15,2,Obligations,2022,2471993,2386785
